title,author,num_ratings,num_reviews,avg_rating,num_pages,language,series,1_rating_count,2_rating_count,3_rating_count,4_rating_count,5_rating_count,publish_year,publish_month,publish_day,fiction,republish
Дневен патрул,Sergei Lukyanenko,19534.0,667.0,4.06,528.0,Bulgarian,1,156.0,685.0,3708.0,8298.0,6687.0,2011.0,10.0,23.0,1,1
Goodbye for Now,Laurie Frankel,3664.0,687.0,3.58,289.0,English,0,125.0,375.0,1121.0,1325.0,718.0,2012.0,8.0,7.0,1,1
The Battle,Patrick Rambaud,271.0,20.0,3.8,320.0,English,1,8.0,13.0,65.0,124.0,61.0,2001.0,5.0,17.0,1,1
Besnilo,Borislav Pekić,1597.0,55.0,4.6,530.0,Serbian,1,9.0,30.0,95.0,328.0,1135.0,2002.0,10.0,23.0,1,1
Her Last Letter,Nancy C. Johnson,2683.0,240.0,3.34,296.0,English,0,99.0,401.0,1079.0,691.0,413.0,2007.0,8.0,1.0,1,0
Twelve Angry Men,Reginald Rose,21700.0,1146.0,4.09,73.0,?,0,243.0,941.0,3977.0,8092.0,8447.0,2006.0,8.0,29.0,1,1
"The Collected Poems, 1956-1998",Zbigniew Herbert,889.0,53.0,4.43,624.0,English,0,11.0,20.0,75.0,255.0,528.0,2007.0,2.0,6.0,0,1
The Crossing,Cormac McCarthy,28103.0,1814.0,4.13,426.0,English,1,211.0,895.0,4879.0,11264.0,10854.0,1994.0,6.0,7.0,1,1
The Midwife's Legacy,Rhonda Gibson,184.0,32.0,3.83,352.0,English,1,5.0,14.0,48.0,57.0,60.0,2012.0,6.0,1.0,0,0
Father Christmas,Raymond Briggs,3471.0,108.0,4.31,48.0,English,1,49.0,104.0,496.0,909.0,1913.0,1997.0,8.0,26.0,1,1
Touching Smoke,Airicka Phoenix,2302.0,223.0,3.72,320.0,English,1,115.0,206.0,584.0,710.0,687.0,2012.0,7.0,31.0,0,1
Book of Haikus,Jack Kerouac,1670.0,103.0,3.93,240.0,English,0,31.0,113.0,394.0,544.0,588.0,2003.0,4.0,1.0,0,1
Rules of Ascension,David B. Coe,1844.0,73.0,3.81,658.0,English,1,50.0,135.0,459.0,669.0,531.0,2003.0,5.0,18.0,1,1
Clay's Quilt,Silas House,2867.0,249.0,3.95,320.0,English,0,48.0,152.0,631.0,1100.0,936.0,2002.0,2.0,26.0,1,1
Twelve Pillars,Jim Rohn,1557.0,130.0,4.39,126.0,English,0,25.0,40.0,157.0,416.0,919.0,2010.0,10.0,23.0,0,1
Through the Mists of Faerie: A Magical Guide to the Wisdom Teaching of the Ancient Elven,The Silver Elves,23.0,6.0,4.61,234.0,?,0,0.0,0.0,2.0,5.0,16.0,2012.0,10.0,14.0,0,1
Just Like Heaven,Julia Quinn,31639.0,2037.0,3.94,374.0,English,1,565.0,1512.0,7538.0,11796.0,10228.0,2011.0,6.0,23.0,1,1
Dancing Skeletons: Life and Death in West Africa,Katherine A. Dettwyler,1053.0,76.0,3.79,172.0,English,0,28.0,79.0,256.0,408.0,282.0,1994.0,1.0,1.0,0,1
The White Queen,Philippa Gregory,146136.0,6940.0,3.92,408.0,English,1,2459.0,7674.0,34414.0,55622.0,45967.0,2009.0,8.0,18.0,1,0
Caim,José Saramago,17267.0,1551.0,3.92,182.0,Portuguese,0,258.0,930.0,3892.0,7039.0,5148.0,2009.0,10.0,19.0,1,1
Adam și Eva,Liviu Rebreanu,4488.0,101.0,4.18,202.0,Romanian,0,55.0,223.0,716.0,1381.0,2113.0,?,?,?,1,1
Billy Phelan's Greatest Game,William  Kennedy,1032.0,56.0,3.93,288.0,English,1,9.0,34.0,249.0,467.0,273.0,1983.0,1.0,27.0,1,1
Fortunata and Jacinta,Benito Pérez Galdós,1106.0,70.0,4.11,818.0,English,0,29.0,56.0,190.0,319.0,512.0,1988.0,9.0,5.0,1,1
The Well of Tears,Roberta Trahan,256.0,57.0,3.4,325.0,English,1,14.0,31.0,97.0,67.0,47.0,?,?,?,0,0
Z14,Jim Chaseley,70.0,13.0,3.76,0.0,English,0,0.0,10.0,19.0,19.0,22.0,2012.0,2.0,5.0,1,1
"Dr. Mary's Monkey: How the Unsolved Murder of a Doctor, a Secret Laboratory in New Orleans and Cancer-Causing Monkey Viruses are Linked to Lee Harvey Oswald, the JFK Assassination and Emerging Global Epidemics",Edward T. Haslam,1241.0,176.0,3.92,374.0,English,0,60.0,74.0,257.0,368.0,482.0,2007.0,4.0,1.0,0,0
The Boy in the Suitcase,Lene Kaaberbøl,30934.0,3204.0,3.61,313.0,English,1,763.0,2438.0,10274.0,12190.0,5269.0,2011.0,11.0,8.0,1,1
Concordia: The Lutheran Confessions: A Reader's Edition of the Book of Concord,Martin Luther,655.0,30.0,4.59,745.0,English,0,7.0,9.0,42.0,130.0,467.0,2007.0,1.0,1.0,0,1
The Man Who Folded Himself,David Gerrold,4349.0,562.0,3.82,146.0,?,0,119.0,343.0,1024.0,1596.0,1267.0,?,?,?,1,1
"One, Two, Three ...: The Story of Matt, a Feral Child",Eleanor Craig,81.0,14.0,4.05,294.0,English,0,0.0,3.0,16.0,36.0,26.0,1978.0,9.0,1.0,0,1
Welcome to the N.H.K. Volume 3,Tatsuhiko Takimoto,326.0,9.0,3.92,208.0,English,1,6.0,21.0,74.0,117.0,108.0,2007.0,5.0,29.0,0,1
Bandit Roads,Richard Grant,164.0,21.0,3.84,289.0,English,0,3.0,11.0,33.0,80.0,37.0,2008.0,6.0,5.0,0,1
The Mysteries of Udolpho,Ann Radcliffe,12259.0,959.0,3.38,654.0,English,0,670.0,1771.0,4224.0,3444.0,2150.0,2001.0,4.0,26.0,1,1
The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,43575.0,3103.0,4.06,297.0,English,0,522.0,1736.0,8132.0,17458.0,15727.0,2002.0,5.0,28.0,0,1
Pooh's Corner,Harry Rowohlt,32.0,0.0,3.81,217.0,German,0,0.0,3.0,9.0,11.0,9.0,1996.0,10.0,23.0,0,1
Illuminations,Arthur Rimbaud,9715.0,280.0,4.37,182.0,English,0,90.0,246.0,1092.0,2805.0,5482.0,1957.0,1.0,17.0,0,1
The Mythology Class: A Graphic Novel,Arnold Arre,711.0,59.0,4.31,350.0,English,0,17.0,34.0,70.0,180.0,410.0,2005.0,10.0,23.0,0,0
The Last Days of Pompeii,Edward Bulwer-Lytton,1765.0,139.0,3.59,360.0,English,0,49.0,178.0,577.0,600.0,361.0,2002.0,12.0,3.0,1,1
Cat's Eye,Margaret Atwood,52691.0,3067.0,3.93,462.0,English,0,720.0,2549.0,12241.0,21168.0,16013.0,1998.0,10.0,23.0,1,1
A Face in the Crowd,Stephen King,5218.0,444.0,3.62,50.0,English,0,93.0,457.0,1897.0,1672.0,1099.0,2012.0,8.0,21.0,1,0
Jonathan Livingston Seagull,Richard Bach,182315.0,6960.0,3.83,?,English,0,7056.0,15946.0,41516.0,54161.0,63636.0,?,?,?,1,1
Leadership Is an Art,Max DePree,5438.0,125.0,4.0,176.0,?,0,168.0,309.0,1125.0,1597.0,2239.0,2004.0,5.0,18.0,0,1
The Wyndham Legacy,Catherine Coulter,3386.0,101.0,3.87,392.0,English,1,54.0,191.0,960.0,1131.0,1050.0,1994.0,9.0,1.0,1,1
The Rose,Charles L. Harness,113.0,14.0,3.59,160.0,?,0,3.0,10.0,33.0,51.0,16.0,1969.0,10.0,1.0,1,1
A Note of Madness,Tabitha Suzuma,903.0,120.0,3.93,305.0,English,1,17.0,66.0,180.0,336.0,304.0,2007.0,2.0,15.0,1,0
Your Immortal Reality: How to Break the Cycle of Birth and Death,Gary R. Renard,584.0,38.0,4.35,240.0,?,0,16.0,8.0,78.0,135.0,347.0,2007.0,9.0,1.0,0,1
The Unwritten Rule,Elizabeth Scott,12380.0,930.0,3.64,210.0,English,0,424.0,1431.0,3634.0,3544.0,3347.0,2010.0,3.0,16.0,0,0
High Windows,Philip Larkin,1599.0,96.0,4.16,42.0,English,0,15.0,59.0,262.0,584.0,679.0,1979.0,10.0,29.0,0,1
Auto da Compadecida,Ariano Suassuna,3066.0,98.0,4.37,203.0,Portuguese,0,19.0,54.0,379.0,929.0,1685.0,1973.0,10.0,23.0,1,1
Walt Disney's Story Land (A Golden Book),Frances Saldinger,212.0,24.0,4.08,319.0,English,0,5.0,8.0,36.0,78.0,85.0,1962.0,5.0,1.0,1,1
The Mafia Funeral and Other Short Stories,Morgan St. James,18.0,4.0,3.67,138.0,English,0,0.0,4.0,4.0,4.0,6.0,2012.0,2.0,11.0,0,1
"The Flood: In the Light of the Bible, Geology, and Archaeology",Alfred Rehwinkel,49.0,9.0,4.08,374.0,English,0,2.0,0.0,9.0,19.0,19.0,1957.0,6.0,1.0,0,1
The War Correspondent,Greg McLaughlin,19.0,1.0,3.84,240.0,English,0,0.0,0.0,8.0,6.0,5.0,2002.0,5.0,20.0,0,1
The Physick Book of Deliverance Dane,Katherine Howe,49065.0,5937.0,3.71,371.0,English,1,1111.0,4163.0,14153.0,18230.0,11408.0,2009.0,5.0,22.0,1,0
Ceremonia secreta,Marco Denevi,616.0,35.0,3.58,78.0,Spanish,0,20.0,62.0,190.0,226.0,118.0,2012.0,10.0,23.0,0,1
Market Forces,Richard K. Morgan,6398.0,341.0,3.59,464.0,English,0,183.0,683.0,2037.0,2175.0,1320.0,2005.0,3.0,1.0,1,1
The Golden City,John Twelve Hawks,4089.0,349.0,3.56,358.0,English,1,112.0,468.0,1394.0,1250.0,865.0,2009.0,9.0,8.0,1,1
A Country of Strangers: Blacks and Whites in America,David K. Shipler,129.0,16.0,4.04,624.0,English,0,3.0,3.0,21.0,61.0,41.0,1998.0,9.0,1.0,0,1
Bruiser,Neal Shusterman,15030.0,2194.0,4.04,328.0,English,0,251.0,663.0,2841.0,5754.0,5521.0,2011.0,10.0,1.0,1,1
What My Mother and I Don't Talk About: Fifteen Writers Break the Silence,Michele Filgate,1592.0,247.0,3.82,288.0,?,0,23.0,90.0,431.0,658.0,390.0,2019.0,4.0,30.0,0,0
"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",Brad Warner,691.0,86.0,3.93,328.0,English,0,25.0,41.0,128.0,257.0,240.0,2016.0,3.0,15.0,0,0
Gasp,Lisa McMann,2470.0,287.0,4.1,256.0,English,1,15.0,84.0,473.0,961.0,937.0,2014.0,6.0,3.0,0,0
Tales of Ten Worlds,Arthur C. Clarke,1869.0,44.0,4.02,?,?,0,16.0,66.0,427.0,712.0,648.0,2003.0,9.0,11.0,1,1
Battle Royale,Koushun Takami,49398.0,4585.0,4.23,672.0,Italian,0,646.0,1603.0,6717.0,17002.0,23430.0,2009.0,7.0,6.0,1,1
Men Of Mathematics,Eric Temple Bell,1814.0,71.0,4.1,?,?,0,34.0,70.0,339.0,607.0,764.0,?,?,?,0,1
Rayuela,Julio Cortázar,26160.0,1791.0,4.24,752.0,Spanish,0,579.0,1242.0,3332.0,7156.0,13851.0,2010.0,10.0,23.0,1,1
How to Disappear,Sharon Huss Roat,1971.0,440.0,4.32,384.0,English,0,13.0,50.0,230.0,688.0,990.0,2017.0,8.0,15.0,1,0
Beneath the Lion's Gaze,Maaza Mengiste,2166.0,339.0,3.89,308.0,English,0,22.0,105.0,527.0,937.0,575.0,2010.0,1.0,11.0,1,1
The Orthodox Way,Kallistos Ware,2188.0,110.0,4.32,164.0,English,0,23.0,49.0,270.0,698.0,1148.0,1995.0,9.0,1.0,0,1
Livro,José Luís Peixoto,1532.0,113.0,3.92,264.0,Portuguese,0,18.0,74.0,345.0,671.0,424.0,2010.0,9.0,24.0,1,0
War and Decision: Inside the Pentagon at the Dawn of the War on Terrorism,Douglas J. Feith,162.0,23.0,3.58,674.0,English,0,13.0,15.0,34.0,65.0,35.0,2008.0,3.0,1.0,0,1
Everything That Rises Must Converge: Stories,Flannery O'Connor,17092.0,1088.0,4.26,269.0,English,0,188.0,506.0,2178.0,6048.0,8172.0,1996.0,1.0,1.0,1,1
New Seeds of Contemplation,Thomas Merton,6330.0,297.0,4.31,297.0,English,0,62.0,158.0,845.0,1982.0,3283.0,1972.0,2.0,1.0,0,1
Athena the Wise,Joan Holub,3056.0,108.0,4.29,246.0,English,1,42.0,109.0,461.0,759.0,1685.0,2011.0,4.0,5.0,1,0
The Bravest Man: Richard O'Kane and the Amazing Submarine Adventures of the USS Tang,William Tuohy,309.0,20.0,4.31,448.0,English,0,3.0,3.0,40.0,113.0,150.0,2009.0,3.0,4.0,0,1
Oeroeg,Hella S. Haasse,3931.0,250.0,3.34,122.0,Dutch,0,132.0,502.0,1572.0,1342.0,383.0,1995.0,10.0,23.0,1,1
The Gift,Danielle Steel,14768.0,555.0,3.92,275.0,English,0,251.0,889.0,3763.0,4692.0,5173.0,1996.0,2.0,5.0,1,1
عالم بلا خرائط,جبرا إبراهيم جبرا,1404.0,235.0,3.71,384.0,Arabic,0,69.0,109.0,370.0,462.0,394.0,2004.0,7.0,1.0,0,1
How to College: What to Know Before You Go (and When You're There),Andrea Malkin Brenner,19.0,9.0,4.05,304.0,?,0,0.0,2.0,4.0,4.0,9.0,2019.0,4.0,23.0,0,0
The Girl With No Name: The Incredible True Story of a Child Raised by Monkeys,Marina Chapman,5059.0,666.0,3.9,256.0,English,0,94.0,306.0,1216.0,1836.0,1607.0,2013.0,4.0,1.0,0,1
The Shadow of What Was Lost,James Islington,18805.0,1530.0,4.15,602.0,English,1,186.0,642.0,2823.0,7723.0,7431.0,2014.0,8.0,4.0,1,1
The Witch in the Cherry Tree,Margaret Mahy,101.0,10.0,4.29,32.0,?,0,0.0,3.0,14.0,35.0,49.0,1985.0,6.0,23.0,0,1
The Captive King,Susan Copperfield,375.0,36.0,4.25,318.0,English,1,4.0,10.0,49.0,138.0,174.0,2018.0,2.0,12.0,0,0
Blood Bond: 1,Helen Hardt,2317.0,453.0,3.92,117.0,English,1,125.0,150.0,484.0,578.0,980.0,2018.0,8.0,21.0,0,0
Justice: What's the Right Thing to Do?,Michael J. Sandel,14274.0,1259.0,4.28,308.0,?,0,106.0,346.0,1757.0,5366.0,6699.0,2010.0,2.0,25.0,0,1
The Girl Next Door,Jack Ketchum,20363.0,2279.0,3.97,370.0,English,0,582.0,1120.0,4010.0,7319.0,7332.0,2005.0,6.0,1.0,1,1
Watership Down,Richard  Adams,397323.0,12545.0,4.05,476.0,English,1,13958.0,20521.0,65828.0,127377.0,169639.0,2005.0,11.0,1.0,1,1
Let One Hundred Flowers Bloom,Feng Ji Cai,65.0,12.0,3.75,128.0,English,0,1.0,5.0,22.0,18.0,19.0,1996.0,2.0,1.0,0,1
Enchantress from the Stars,Sylvia Engdahl,3290.0,355.0,3.94,304.0,English,1,78.0,182.0,714.0,1195.0,1121.0,2003.0,2.0,24.0,1,1
Capital,John Lanchester,11684.0,1341.0,3.7,528.0,English,0,241.0,852.0,3331.0,4993.0,2267.0,2013.0,5.0,28.0,1,1
Extraordinário,R.J. Palacio,615989.0,61790.0,4.45,320.0,Portuguese,1,6579.0,11946.0,53552.0,169589.0,374323.0,2013.0,2.0,9.0,1,1
Pandora Reborn,John Coon,46.0,33.0,4.2,308.0,English,0,1.0,2.0,6.0,15.0,22.0,2018.0,6.0,19.0,0,0
Guinevere,Norma Lorre Goodrich,112.0,11.0,3.59,288.0,English,0,7.0,10.0,34.0,32.0,29.0,1992.0,6.0,1.0,0,1
The Book: On the Taboo Against Knowing Who You Are,Alan W. Watts,13743.0,744.0,4.27,178.0,English,0,173.0,474.0,1830.0,4327.0,6939.0,?,?,?,0,1
The Right to Heresy: Castellio against Calvin,Stefan Zweig,765.0,100.0,4.37,238.0,English,0,4.0,14.0,86.0,253.0,408.0,1951.0,10.0,23.0,0,1
Todos los fuegos el fuego,Julio Cortázar,6860.0,256.0,4.3,198.0,Spanish,0,31.0,123.0,881.0,2530.0,3295.0,2005.0,6.0,1.0,1,1
Ruin,John Gwynne,6996.0,615.0,4.43,768.0,English,1,34.0,101.0,658.0,2251.0,3952.0,2015.0,7.0,16.0,1,0
Моя сестра живет на каминной полке,Annabel Pitcher,11734.0,1513.0,4.01,187.0,Russian,0,203.0,481.0,2287.0,4812.0,3951.0,2019.0,3.0,1.0,1,1
The Book Thief,Markus Zusak,1627871.0,106164.0,4.37,554.0,English,0,23032.0,43826.0,167151.0,468994.0,924868.0,2007.0,9.0,8.0,1,1
The Shooting Star,Shivya Nath,542.0,106.0,4.13,216.0,English,0,7.0,15.0,92.0,216.0,212.0,2018.0,9.0,14.0,0,0
Her Protectors: A Reverse Harem Romance,Victoria Belle,150.0,48.0,3.81,282.0,?,0,7.0,12.0,36.0,43.0,52.0,2018.0,9.0,17.0,0,0
Cross Ties,Esther E. Schmidt,117.0,65.0,4.39,99.0,?,1,1.0,6.0,11.0,27.0,72.0,2018.0,8.0,24.0,0,0
Il meccanico delle rose,Hamid Ziarati,38.0,12.0,4.11,280.0,Italian,0,1.0,0.0,5.0,20.0,12.0,2009.0,10.0,23.0,0,0
The Undomestic Goddess,Sophie Kinsella,242049.0,7748.0,3.83,404.0,English,0,6249.0,15296.0,62932.0,86443.0,71129.0,2006.0,4.0,25.0,1,1
Hundraåringen som klev ut genom fönstret och försvann,Jonas Jonasson,187618.0,20911.0,3.83,391.0,Swedish,1,5465.0,14640.0,42882.0,68520.0,56111.0,2009.0,9.0,2.0,1,1
"Ultimate Spider-Man Omnibus, Vol. 1",Brian Michael Bendis,391.0,26.0,4.45,1000.0,English,1,2.0,2.0,39.0,122.0,226.0,2012.0,6.0,27.0,0,1
A Thousand Splendid Suns,Khaled Hosseini,1032204.0,49919.0,4.36,419.0,English,0,7657.0,20289.0,111370.0,343766.0,549122.0,2008.0,10.0,23.0,1,1
The Book of Negroes,Lawrence Hill,67511.0,5967.0,4.46,470.0,English,0,418.0,887.0,5294.0,21648.0,39264.0,2007.0,1.0,18.0,1,0
"American Slavery, American Freedom",Edmund S. Morgan,3104.0,101.0,4.11,464.0,English,0,76.0,149.0,526.0,966.0,1387.0,2003.0,10.0,17.0,0,1
The Art of Fiction: A Guide for Writers and Readers,Ayn Rand,738.0,82.0,4.0,192.0,English,0,18.0,49.0,143.0,232.0,296.0,2000.0,1.0,1.0,0,0
Juliet,Anne Fortier,24827.0,3741.0,3.9,519.0,English,0,488.0,1621.0,5686.0,9094.0,7938.0,2010.0,8.0,19.0,1,1
Another Man's War: The True Story of One Man's Battle to Save Children in the Sudan,Sam Childers,640.0,92.0,3.98,223.0,English,0,10.0,44.0,137.0,205.0,244.0,2009.0,3.0,17.0,0,1
Further Tales of the City,Armistead Maupin,11409.0,397.0,4.13,271.0,English,1,24.0,249.0,2222.0,4618.0,4296.0,1988.0,10.0,23.0,1,1
A Ring of Endless Light,Madeleine L'Engle,17892.0,742.0,4.15,332.0,English,1,168.0,618.0,3342.0,5996.0,7768.0,1995.0,9.0,1.0,1,1
Unlocked,Karen Kingsbury,9635.0,771.0,4.32,323.0,English,0,135.0,300.0,1226.0,2655.0,5319.0,2010.0,9.0,28.0,1,1
Resilience: The New Afterword,Elizabeth Edwards,2603.0,444.0,3.61,226.0,?,0,85.0,301.0,779.0,808.0,630.0,2019.0,5.0,8.0,0,1
أعجب الرحلات في التاريخ,أنيس منصور,3004.0,211.0,4.01,723.0,Arabic,0,65.0,140.0,617.0,1054.0,1128.0,2006.0,10.0,23.0,0,1
"Real Love: Answers to Your Questions on Dating, Marriage and the Real Meaning of Sex",Mary Beth Bonacci,71.0,7.0,3.69,317.0,English,0,4.0,2.0,24.0,23.0,18.0,1996.0,9.0,1.0,0,0
Divine Appointments,Bob Jacks,13.0,2.0,4.23,204.0,English,0,0.0,1.0,1.0,5.0,6.0,2005.0,12.0,3.0,0,1
The Dreaming: A Novel of Australia,Barbara Wood,1141.0,87.0,3.96,0.0,English,0,16.0,55.0,268.0,421.0,381.0,1993.0,6.0,16.0,1,1
Ética para Amador,Fernando Savater,4777.0,277.0,3.6,191.0,Spanish,0,184.0,482.0,1398.0,1701.0,1012.0,2005.0,6.0,30.0,0,1
I'll Take My Stand: The South and the Agrarian Tradition (Anniversary),Twelve Southerners,242.0,28.0,3.79,359.0,English,0,8.0,20.0,56.0,89.0,69.0,2006.0,11.0,1.0,0,1
Do the Right Thing: Inside the Movement That's Bringing Common Sense Back to America,Mike Huckabee,396.0,62.0,3.62,240.0,English,0,18.0,33.0,121.0,132.0,92.0,2008.0,11.0,18.0,0,1
The Beatles Anthology,The Beatles,14510.0,213.0,4.36,368.0,English,0,264.0,403.0,1687.0,3695.0,8461.0,2000.0,9.0,1.0,0,0
Domain,Steve Alten,3302.0,223.0,3.52,461.0,English,1,172.0,386.0,1038.0,980.0,726.0,2002.0,6.0,17.0,1,1
Emily Climbs,L.M. Montgomery,19364.0,583.0,4.14,325.0,English,1,186.0,591.0,3588.0,6886.0,8113.0,1983.0,6.0,1.0,1,1
"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy",Jeanne Birdsall,42924.0,4740.0,4.14,262.0,English,1,642.0,1588.0,7226.0,15066.0,18402.0,2007.0,3.0,23.0,1,1
Surveillance: A Novel,Jonathan Raban,293.0,65.0,2.8,274.0,English,0,40.0,73.0,105.0,55.0,20.0,2019.0,1.0,1.0,1,1
Prague,Arthur Phillips,3598.0,476.0,3.06,400.0,English,0,353.0,743.0,1192.0,967.0,343.0,2003.0,6.0,10.0,1,1
The Diddakoi,Rumer Godden,939.0,115.0,4.15,?,English,0,4.0,30.0,193.0,308.0,404.0,2004.0,9.0,3.0,1,1
The Mysterious Stranger,Mark Twain,9132.0,716.0,4.12,121.0,English,0,101.0,363.0,1643.0,3251.0,3774.0,1995.0,9.0,1.0,1,1
Handbook for Preclears,L. Ron Hubbard,90.0,6.0,3.84,423.0,English,0,16.0,5.0,7.0,11.0,51.0,2007.0,7.0,1.0,0,1
He's With Me,Tamara Summers,2951.0,228.0,3.87,224.0,English,0,73.0,239.0,745.0,837.0,1057.0,2007.0,5.0,1.0,0,0
The Amateur Historians Guide to the Heart of England: Nearly 200 Medieval & Tudor Sites Two Hours or Less from London,Sarah Valente Kettler,13.0,1.0,4.23,409.0,English,0,0.0,2.0,0.0,4.0,7.0,2003.0,11.0,1.0,0,0
Day by Day Armageddon,J.L. Bourne,16048.0,1031.0,4.0,224.0,English,1,333.0,950.0,3152.0,5509.0,6104.0,2019.0,6.0,11.0,1,1
The Kissing Hand,Audrey Penn,57118.0,1640.0,4.43,32.0,English,1,542.0,1431.0,6560.0,13202.0,35383.0,1993.0,10.0,15.0,1,1
"Mad, Bad & Dangerous to Know: The Autobiography",Ranulph Fiennes,2071.0,121.0,4.13,416.0,English,0,7.0,65.0,339.0,895.0,765.0,2007.0,9.0,20.0,0,1
The Changeling,Robin Jenkins,335.0,40.0,3.96,240.0,English,0,8.0,16.0,69.0,132.0,110.0,2008.0,4.0,3.0,1,1
The Experience of Place: A New Way of Looking at and Dealing with our Radically Changing Cities and Countryside,Anthony Hiss,116.0,18.0,3.77,256.0,English,0,1.0,10.0,31.0,47.0,27.0,1991.0,10.0,1.0,0,1
Humility: True Greatness,C.J. Mahaney,8751.0,319.0,4.18,176.0,English,0,212.0,358.0,1317.0,2620.0,4244.0,2005.0,9.0,30.0,0,0
Living with the Lama: 25 Years with Lobsang Rampa,Tuesday Lobsang Rampa,265.0,18.0,3.85,205.0,English,0,9.0,27.0,53.0,82.0,94.0,2012.0,3.0,9.0,1,1
Enemy of God,Bernard Cornwell,16325.0,580.0,4.39,473.0,?,1,46.0,164.0,1658.0,5904.0,8553.0,1997.0,10.0,23.0,1,1
Celia Garth,Gwen Bristow,3161.0,336.0,4.11,406.0,English,0,43.0,120.0,588.0,1117.0,1293.0,2008.0,12.0,1.0,1,1
Roseflower Creek,Jackie Lee Miles,1018.0,146.0,3.8,232.0,English,0,20.0,77.0,256.0,400.0,265.0,2003.0,8.0,1.0,1,1
The Sealed Letter,Emma Donoghue,5464.0,759.0,3.32,397.0,English,0,235.0,751.0,2101.0,1772.0,605.0,2008.0,4.0,30.0,1,1
"Queen and Country, Vol. 1: Broken Ground",Greg Rucka,1238.0,71.0,3.98,128.0,English,1,16.0,48.0,253.0,549.0,372.0,2002.0,4.0,28.0,1,1
The Haunted Mesa,Louis L'Amour,5470.0,328.0,3.81,426.0,English,0,147.0,463.0,1405.0,1738.0,1717.0,1988.0,4.0,1.0,1,1
Vampire Mountain,Darren Shan,28750.0,761.0,4.17,208.0,English,1,165.0,996.0,5415.0,9504.0,12670.0,2003.0,9.0,1.0,0,1
L'Espoir,André Malraux,521.0,36.0,3.68,589.0,French,0,17.0,49.0,126.0,219.0,110.0,1972.0,1.0,1.0,1,1
Maps for Lost Lovers,Nadeem Aslam,2645.0,347.0,3.78,400.0,English,0,81.0,208.0,649.0,974.0,733.0,2006.0,5.0,9.0,1,1
روی ماه خداوند را ببوس,Mostafa Mastoor,6533.0,493.0,3.11,112.0,?,0,870.0,1266.0,1815.0,1419.0,1163.0,?,?,?,1,1
A River in Darkness:  One Man's Escape from North Korea,Masaji Ishikawa,31136.0,3337.0,4.26,159.0,English,0,203.0,760.0,4194.0,11549.0,14430.0,2018.0,6.0,26.0,0,1
As Alegrias da Maternidade,Buchi Emecheta,4432.0,349.0,4.1,308.0,Portuguese,0,55.0,172.0,828.0,1618.0,1759.0,2017.0,10.0,23.0,1,1
تهوع,Jean-Paul Sartre,74230.0,2645.0,3.92,309.0,Persian,0,1654.0,4746.0,16126.0,27046.0,24658.0,2008.0,10.0,23.0,1,1
دا,سیده أعظم حسینی,936.0,101.0,3.67,?,?,0,54.0,97.0,221.0,292.0,272.0,?,?,?,0,1
خداحافظ گاری کوپر,Romain Gary,6584.0,505.0,3.93,288.0,Persian,0,242.0,390.0,1333.0,2267.0,2352.0,2004.0,10.0,23.0,1,1
"Onyx Webb: Book One: Episodes 1, 2, & 3",Richard Fenton,281.0,98.0,4.09,218.0,English,1,8.0,13.0,52.0,80.0,128.0,2015.0,3.0,31.0,1,1
Whispers of Heaven,Candice Proctor,364.0,47.0,3.97,431.0,English,0,12.0,16.0,72.0,134.0,130.0,2016.0,5.0,2.0,0,1
Creed,Kristen Ashley,31704.0,1950.0,4.17,360.0,English,1,440.0,1254.0,5058.0,10829.0,14123.0,2012.0,9.0,14.0,0,0
The Scent of Rain and Lightning,Nancy Pickard,17133.0,2216.0,3.8,320.0,English,0,213.0,964.0,4662.0,7553.0,3741.0,2010.0,5.0,4.0,1,0
European Memories: Travels and Adventures Through 15 countries,Ndeye Labadens,21.0,6.0,4.57,258.0,English,0,0.0,0.0,4.0,1.0,16.0,2017.0,12.0,24.0,0,0
Neveryóna,Samuel R. Delany,522.0,38.0,3.98,399.0,English,1,10.0,26.0,110.0,197.0,179.0,1993.0,11.0,29.0,1,1
Colors of the Mountain,Da Chen,2325.0,210.0,3.96,320.0,English,0,42.0,128.0,486.0,899.0,770.0,2001.0,1.0,16.0,0,1
Mudras of India: A Comprehensive Guide to the Hand Gestures of Yoga and Indian Dance,Cain Carroll,35.0,4.0,4.46,336.0,English,0,0.0,1.0,3.0,10.0,21.0,2012.0,8.0,15.0,0,0
Just a Dream,Chris Van Allsburg,2455.0,295.0,4.05,48.0,English,0,23.0,122.0,524.0,818.0,968.0,1990.0,10.0,23.0,0,0
The Girls at 17 Swann Street,Yara Zgheib,6339.0,1732.0,4.0,384.0,English,0,57.0,238.0,1264.0,2862.0,1918.0,2019.0,2.0,5.0,1,0
Swords Against Death,Fritz Leiber,6081.0,220.0,4.05,266.0,English,1,41.0,167.0,1278.0,2539.0,2056.0,2007.0,8.0,21.0,1,1
"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are",Seth Stephens-Davidowitz,22371.0,2184.0,3.92,338.0,English,0,653.0,1246.0,4472.0,8844.0,7156.0,2017.0,5.0,9.0,0,0
